일자,자치구,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),이산화질소농도(ppm),오존농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm),미세먼지농도(㎍/㎥),초미세먼지농도(㎍/㎥)
2024-03-13,관악구,4.6,-0.6,10.0,0.0,0.027,0.0364,0.46,0.0029,45.0,24.0
2024-03-14,관악구,7.3,2.6,14.5,0.0,0.0241,0.0457,0.43,0.003,60.0,34.0
2024-03-15,관악구,7.6,4.1,12.6,0.0,0.0238,0.0403,0.38,0.0031,48.0,27.0
2024-03-16,관악구,9.7,2.4,17.3,0.0,0.0322,0.034,0.47,0.0031,51.0,29.0
2024-03-17,관악구,7.8,4.2,11.2,0.5,0.0134,0.043,0.32,0.0027,101.0,20.0
2024-03-18,관악구,5.4,-1.5,12.4,0.0,0.025,0.0286,0.35,0.0026,24.0,9.0
2024-03-19,관악구,5.3,3.1,8.9,0.0,0.0172,0.0402,0.37,0.0025,51.0,24.0
2024-03-20,관악구,3.3,-0.1,7.1,0.0,0.013,0.0395,0.33,0.002,41.0,23.0
2024-03-21,관악구,3.0,-2.6,10.0,0.0,0.0247,0.0369,0.38,0.003,38.0,21.0
2024-03-22,관악구,9.4,1.6,14.6,2.5,0.024,0.0388,0.41,0.0031,43.0,19.0
2024-03-23,관악구,11.5,7.4,17.4,0.0,0.0184,0.0475,0.43,0.0024,63.0,26.0
2024-03-24,관악구,14.7,8.5,22.9,0.0,0.0243,0.0352,0.5,0.0025,38.0,17.0
2024-03-25,관악구,9.9,6.1,13.9,6.0,0.0169,0.0343,0.36,0.0022,22.0,9.0
2024-03-26,관악구,6.5,2.2,12.4,17.0,0.0162,0.0358,0.34,0.0019,8.0,4.0
2024-03-27,관악구,9.0,2.9,16.2,0.0,0.0279,0.0267,0.48,0.0027,29.0,17.0
2024-03-28,관악구,9.2,6.6,11.1,1.0,0.0248,0.0279,0.46,0.0027,19.0,12.0
2024-03-29,관악구,6.4,1.8,10.9,2.0,0.0196,0.033,0.47,0.0022,242.0,43.0
2024-03-30,관악구,7.6,0.7,15.5,0.0,0.0265,0.0316,0.49,0.0024,101.0,25.0
2024-03-31,관악구,9.1,0.5,16.2,0.0,0.0185,0.0356,0.43,0.0025,43.0,12.0
2024-04-01,관악구,10.0,3.4,17.9,0.0,0.0295,0.03,0.47,0.0029,44.0,14.0
2024-04-02,관악구,13.9,5.7,22.7,0.0,0.0437,0.0268,0.61,0.0033,50.0,21.0
2024-04-03,관악구,15.4,12.4,17.8,0.0,0.0385,0.0256,0.55,0.0031,44.0,22.0
2024-04-04,관악구,14.2,10.5,18.7,0.0,0.0188,0.0409,0.4,0.0026,33.0,16.0
2024-04-05,관악구,12.2,7.1,17.1,0.0,0.017,0.0483,0.4,0.0027,44.0,22.0
2024-04-06,관악구,10.7,4.7,17.7,0.0,0.032,0.0405,0.56,0.0032,67.0,40.0
2024-04-07,관악구,13.0,5.6,22.9,0.0,0.027,0.0511,0.53,0.0033,52.0,30.0
2024-04-08,관악구,14.8,9.2,21.5,0.0,0.0464,0.0276,0.61,0.0033,59.0,30.0
2024-04-09,관악구,13.7,9.7,19.8,0.0,0.0189,0.0426,0.41,0.0026,47.0,23.0
2024-04-10,관악구,12.0,9.7,17.3,0.0,0.0127,0.0495,0.37,0.0027,47.0,20.0
2024-04-11,관악구,13.9,9.5,20.7,0.0,0.0249,0.04,0.45,0.0028,53.0,22.0
2024-04-12,관악구,15.2,9.9,23.6,0.0,0.0259,0.0402,0.44,0.0033,47.0,22.0
2024-04-13,관악구,17.1,8.9,27.0,0.0,0.0211,0.0403,0.39,0.0028,41.0,18.0
2024-04-14,관악구,18.7,11.0,28.3,0.0,0.0252,0.0446,0.5,0.0037,47.0,22.0
2024-04-15,관악구,15.0,9.9,19.9,18.5,0.0158,0.0394,0.38,0.0031,24.0,12.0
2024-04-16,관악구,11.5,8.2,16.0,2.5,0.0176,0.0442,0.49,0.0026,83.0,26.0
2024-04-17,관악구,12.9,6.5,21.4,0.0,0.0254,0.0276,0.53,0.0027,152.0,38.0
2024-04-18,관악구,15.5,7.9,24.3,0.0,0.0326,0.0313,0.52,0.0034,131.0,27.0
2024-04-19,관악구,15.9,10.0,23.2,0.0,0.0263,0.0635,0.5,0.0042,100.0,28.0
2024-04-20,관악구,13.5,12.0,17.7,8.5,0.0229,0.0414,0.51,0.0029,66.0,26.0
2024-04-21,관악구,16.1,12.2,20.0,0.0,0.0083,0.0458,0.33,0.0023,17.0,6.0
2024-04-22,관악구,17.5,13.4,24.2,0.0,0.0136,0.0508,0.33,0.0022,34.0,17.0
2024-04-23,관악구,16.1,11.3,23.6,0.0,0.0126,0.0481,0.32,0.0021,23.0,11.0
2024-04-24,관악구,12.0,9.5,16.2,16.5,0.0132,0.0347,0.33,0.002,14.0,7.0
2024-04-25,관악구,12.7,8.6,21.0,0.0,0.0188,0.0535,0.45,0.0023,33.0,20.0
2024-04-26,관악구,15.3,8.6,25.4,0.0,0.0328,0.0412,0.6,0.0029,69.0,32.0
2024-04-27,관악구,15.8,8.2,25.6,0.0,0.0261,0.0481,0.56,0.0036,61.0,34.0
2024-04-28,관악구,17.9,9.9,27.9,0.0,0.0249,0.0529,0.53,0.0034,42.0,22.0
2024-04-29,관악구,18.5,13.8,25.1,0.0,0.0162,0.0537,0.39,0.0026,43.0,21.0
2024-04-30,관악구,16.1,12.5,19.9,0.0,0.0195,0.0481,0.5,0.0037,60.0,33.0
2024-05-01,관악구,16.2,11.3,23.1,0.0,0.0141,0.0483,0.38,0.0027,31.0,17.0
2024-05-02,관악구,15.9,10.0,22.6,0.0,0.0216,0.0454,0.42,0.0031,39.0,20.0
2024-05-03,관악구,17.0,8.5,26.9,0.0,0.0274,0.0533,0.43,0.0036,51.0,26.0
2024-05-04,관악구,18.9,12.1,27.6,0.0,0.0253,0.0728,0.51,0.0042,56.0,33.0
2024-05-05,관악구,16.7,14.8,19.1,44.5,0.0117,0.0322,0.33,0.0026,25.0,14.0
2024-05-06,관악구,13.0,12.4,14.8,14.5,0.0094,0.0479,0.31,0.0024,12.0,7.0
2024-05-07,관악구,12.3,10.7,14.0,7.0,0.0128,0.0344,0.34,0.0022,21.0,13.0
2024-05-08,관악구,12.8,6.6,20.8,0.0,0.0144,0.0387,0.27,0.0022,22.0,10.0
2024-05-09,관악구,14.4,8.3,20.2,0.0,0.0162,0.0518,0.31,0.0027,30.0,14.0
2024-05-10,관악구,16.0,11.3,23.4,0.0,0.0138,0.0599,0.32,0.0029,31.0,15.0
2024-05-11,관악구,16.1,12.1,21.5,33.0,0.0094,0.047,0.26,0.0025,22.0,9.0
2024-05-12,관악구,15.0,8.7,21.2,0.0,0.0104,0.0452,0.28,0.0024,70.0,15.0
2024-05-13,관악구,15.8,8.7,24.0,0.0,0.0194,0.0461,0.38,0.0026,32.0,15.0
2024-05-14,관악구,16.3,9.4,23.4,0.0,0.0197,0.0535,0.34,0.0031,30.0,15.0
2024-05-15,관악구,11.3,6.5,18.4,25.0,0.0152,0.046,0.3,0.0029,27.0,9.0
2024-05-16,관악구,12.4,5.8,18.2,0.5,0.0119,0.0453,0.27,0.0027,17.0,6.0
2024-05-17,관악구,16.9,10.3,23.7,0.0,0.0158,0.065,0.41,0.003,45.0,20.0
2024-05-18,관악구,18.5,13.0,25.0,0.0,0.0147,0.0461,0.34,0.0028,29.0,12.0
2024-05-19,관악구,19.0,13.0,26.7,0.0,0.014,0.0462,0.33,0.0028,28.0,14.0
2024-05-20,관악구,17.4,13.4,21.5,0.0,0.0142,0.0361,0.28,0.0032,33.0,15.0
2024-05-21,관악구,19.5,13.8,28.0,0.0,0.017,0.0512,0.35,0.0025,45.0,24.0
2024-05-22,관악구,17.8,13.3,25.2,0.0,0.0176,0.0483,0.37,0.0032,52.0,31.0
2024-05-23,관악구,18.2,12.6,25.4,0.0,0.0204,0.0378,0.31,0.0034,34.0,19.0
2024-05-24,관악구,18.0,12.8,23.4,0.0,0.0154,0.0358,0.31,0.0024,43.0,27.0
2024-05-25,관악구,19.0,15.6,23.8,0.0,0.0168,0.0392,0.35,0.0026,43.0,23.0
2024-05-26,관악구,18.4,16.0,22.6,9.5,0.0098,0.0447,0.31,0.0026,28.0,16.0
2024-05-27,관악구,17.3,13.0,22.3,0.0,0.0105,0.049,0.35,0.0025,31.0,12.0
2024-05-28,관악구,17.6,11.1,24.8,0.0,0.0142,0.0389,0.29,0.0026,19.0,7.0
2024-05-29,관악구,18.6,12.7,25.7,0.0,0.0202,0.0405,0.33,0.0031,27.0,12.0
2024-05-30,관악구,18.3,13.8,24.2,0.0,0.0331,0.0394,0.43,0.0035,30.0,16.0
2024-05-31,관악구,18.2,13.6,24.0,0.0,0.0153,0.054,0.31,0.0031,26.0,14.0
2024-06-01,관악구,18.4,14.7,24.0,0.5,0.01,0.0505,0.3,0.0026,33.0,15.0
2024-06-02,관악구,17.9,12.1,25.0,0.0,0.0093,0.0563,0.29,0.0027,24.0,11.0
2024-06-03,관악구,20.0,11.7,27.9,0.0,0.0131,0.0432,0.27,0.0023,17.0,8.0
2024-06-04,관악구,20.4,12.2,28.5,0.0,0.0153,0.0447,0.26,0.0024,20.0,8.0
2024-06-05,관악구,20.7,14.9,29.1,0.0,0.0278,0.0547,0.39,0.0036,45.0,24.0
2024-06-06,관악구,21.4,15.7,29.9,0.0,0.0217,0.0651,0.4,0.0034,48.0,30.0
2024-06-07,관악구,20.8,15.5,26.4,0.0,0.0185,0.0568,0.32,0.0032,33.0,19.0
2024-06-08,관악구,17.8,15.4,23.7,19.0,0.0126,0.0413,0.32,0.0026,29.0,19.0
2024-06-09,관악구,20.7,14.6,27.0,0.0,0.0124,0.0538,0.36,0.003,30.0,18.0
2024-06-10,관악구,22.4,16.0,29.6,0.0,0.0137,0.0694,0.42,0.0031,48.0,26.0
2024-06-11,관악구,22.5,16.9,29.7,0.0,0.0109,0.0804,0.43,0.0028,65.0,37.0
2024-06-12,관악구,22.3,15.2,31.0,0.0,0.016,0.0666,0.32,0.0032,32.0,16.0
2024-06-13,관악구,23.5,16.6,31.6,0.0,0.0213,0.0504,0.34,0.0036,36.0,19.0
2024-06-14,관악구,23.9,17.1,32.2,0.0,0.0248,0.0373,0.35,0.0049,37.0,21.0
2024-06-15,관악구,21.9,18.6,27.9,3.5,0.0126,0.0298,0.27,0.0033,28.0,18.0
2024-06-16,관악구,22.0,16.3,28.4,0.0,0.0097,0.0495,0.3,0.003,27.0,14.0
2024-06-17,관악구,22.1,15.0,28.5,0.0,0.015,0.0597,0.3,0.0031,25.0,13.0
2024-06-18,관악구,22.8,16.6,29.8,0.0,0.0147,0.0559,0.28,0.0032,28.0,14.0
2024-06-19,관악구,25.9,17.3,34.3,0.0,0.018,0.0919,0.38,0.0038,46.0,28.0
2024-06-20,관악구,25.8,18.7,33.4,0.0,0.0174,0.0882,0.4,0.0041,43.0,27.0
2024-06-21,관악구,24.9,18.9,31.5,0.0,0.0203,0.062,0.36,0.0042,40.0,22.0
2024-06-22,관악구,22.4,20.9,25.0,24.5,0.016,0.034,0.42,0.0033,31.0,21.0
2024-06-23,관악구,23.4,21.0,27.6,9.0,0.0072,0.0376,0.29,0.0025,17.0,10.0
2024-06-24,관악구,21.9,17.8,26.0,0.0,0.0095,0.0581,0.33,0.0025,55.0,21.0
2024-06-25,관악구,20.7,16.8,24.6,0.0,0.0107,0.0514,0.26,0.003,21.0,9.0
2024-06-26,관악구,22.1,15.9,29.5,0.0,0.0161,0.0441,0.33,0.003,28.0,14.0
2024-06-27,관악구,23.2,17.1,29.9,0.0,0.0211,0.056,0.35,0.0031,34.0,17.0
2024-06-28,관악구,23.3,17.6,29.9,0.0,0.0244,0.0746,0.42,0.0037,47.0,28.0
2024-06-29,관악구,24.4,18.2,30.9,33.0,0.0148,0.0551,0.37,0.0033,33.0,21.0
2024-06-30,관악구,22.2,20.2,25.0,25.5,0.0061,0.0435,0.27,0.0024,24.0,13.0
2024-07-01,관악구,24.1,20.0,30.4,0.0,0.0135,0.0586,0.32,0.0025,30.0,17.0
2024-07-02,관악구,22.5,20.4,25.0,52.5,0.0166,0.0276,0.34,0.0023,21.0,11.0
2024-07-03,관악구,23.4,22.2,24.8,1.0,0.0081,0.0554,0.36,0.0025,30.0,15.0
2024-07-04,관악구,25.3,21.9,29.5,4.0,0.0094,0.0711,0.41,0.0025,43.0,31.0
2024-07-05,관악구,21.3,19.9,24.8,9.5,0.01,0.0619,0.38,0.0023,21.0,11.0
2024-07-06,관악구,24.1,19.9,28.8,6.0,0.0109,0.041,0.35,0.0025,31.0,18.0
2024-07-07,관악구,22.8,19.8,26.8,14.5,0.0091,0.0527,0.38,0.0023,24.0,14.0
2024-07-08,관악구,22.7,22.0,23.4,21.5,0.0122,0.0346,0.27,0.0023,14.0,8.0
2024-07-09,관악구,22.7,20.8,24.8,3.5,0.0137,0.0336,0.29,0.0024,19.0,10.0
2024-07-10,관악구,24.2,20.8,31.9,11.5,0.0124,0.0433,0.27,0.0024,15.0,6.0
2024-07-11,관악구,23.1,20.1,27.1,0.0,0.0173,0.0457,0.41,0.0029,42.0,29.0
2024-07-12,관악구,23.3,18.7,29.2,0.0,0.0205,0.0495,0.46,0.0029,44.0,29.0
2024-07-13,관악구,25.7,20.9,32.6,0.0,0.0156,0.0612,0.52,0.003,54.0,40.0
2024-07-14,관악구,26.8,22.0,31.7,0.0,0.0095,0.0496,0.36,0.0028,33.0,24.0
2024-07-15,관악구,26.5,23.0,31.4,0.0,0.0101,0.0412,0.26,0.0026,14.0,7.0
2024-07-16,관악구,25.0,22.7,29.1,10.5,0.0104,0.0131,0.3,0.0028,16.0,8.0
2024-07-17,관악구,25.0,22.6,27.9,14.5,0.0072,0.0084,0.21,0.0025,14.0,5.0
2024-07-18,관악구,23.5,22.3,24.9,128.5,0.0152,0.0226,0.26,0.0023,11.0,5.0
2024-07-19,관악구,25.7,22.8,30.4,0.0,0.0103,0.0498,0.31,0.0025,27.0,17.0
2024-07-20,관악구,25.8,22.8,29.6,18.5,0.0083,0.0456,0.26,0.0025,17.0,9.0
2024-07-21,관악구,25.7,22.2,30.0,5.5,0.0069,0.051,0.23,0.0025,24.0,10.0
2024-07-22,관악구,25.8,23.9,27.2,44.0,0.0084,0.0159,0.21,0.0025,17.0,6.0
2024-07-23,관악구,25.3,24.1,26.7,3.5,0.0088,0.0172,0.18,0.0025,14.0,5.0
2024-07-24,관악구,27.0,24.8,30.8,7.5,0.009,0.0176,0.19,0.0026,18.0,7.0
2024-07-25,관악구,27.5,24.1,32.6,17.5,0.0105,0.0257,0.21,0.0026,22.0,9.0
2024-07-26,관악구,27.4,23.2,32.2,3.0,0.0115,0.0226,0.22,0.0024,18.0,9.0
2024-07-27,관악구,27.4,26.2,31.2,11.5,0.0083,0.0201,0.23,0.0024,18.0,8.0
2024-07-28,관악구,27.9,25.7,31.3,0.0,0.0056,0.0169,0.19,0.0022,20.0,8.0
2024-07-29,관악구,26.1,25.1,27.0,0.0,0.0075,0.0209,0.16,0.0024,23.0,8.0
2024-07-30,관악구,27.1,25.1,31.6,0.0,0.0086,0.0431,0.19,0.0023,27.0,12.0
2024-07-31,관악구,27.6,25.1,32.9,0.0,0.0078,0.0298,0.18,0.0023,19.0,8.0
2024-08-01,관악구,28.2,25.8,32.4,0.0,0.0078,0.0291,0.2,0.0023,23.0,10.0
2024-08-02,관악구,28.1,26.6,31.2,0.0,0.0091,0.0425,0.26,0.0024,33.0,17.0
2024-08-03,관악구,28.0,24.6,33.3,0.0,0.0096,0.0593,0.32,0.0024,32.0,22.0
2024-08-04,관악구,28.8,24.0,35.0,0.0,0.0121,0.0571,0.38,0.0027,31.0,22.0
2024-08-05,관악구,28.8,25.5,33.2,0.5,0.014,0.0477,0.36,0.0027,35.0,25.0
2024-08-06,관악구,26.7,23.2,33.2,2.5,0.015,0.0398,0.31,0.0026,19.0,10.0
2024-08-07,관악구,27.2,23.5,33.4,2.5,0.0135,0.0361,0.25,0.0029,20.0,11.0
2024-08-08,관악구,26.2,23.4,30.6,0.5,0.0142,0.0338,0.26,0.0026,22.0,14.0
2024-08-09,관악구,27.0,22.4,33.3,0.0,0.0194,0.0477,0.34,0.0029,33.0,21.0
2024-08-10,관악구,27.8,23.4,33.0,0.0,0.0179,0.0499,0.38,0.0031,39.0,27.0
2024-08-11,관악구,28.1,24.4,34.3,0.0,0.0095,0.0497,0.31,0.0028,30.0,21.0
2024-08-12,관악구,28.7,24.9,33.8,0.0,0.0123,0.0528,0.27,0.003,28.0,18.0
2024-08-13,관악구,28.3,25.0,35.3,4.5,0.0153,0.0454,0.32,0.0026,30.0,18.0
2024-08-14,관악구,28.1,24.4,35.4,0.0,0.0165,0.0523,0.32,0.0026,28.0,18.0
2024-08-15,관악구,27.5,23.6,34.0,0.0,0.0125,0.056,0.32,0.0027,26.0,17.0
2024-08-16,관악구,28.3,24.6,34.9,0.0,0.0151,0.0465,0.31,0.0026,25.0,16.0
2024-08-17,관악구,27.8,24.2,34.8,0.0,0.0127,0.0564,0.32,0.0026,25.0,17.0
2024-08-18,관악구,28.1,24.6,33.1,0.0,0.0108,0.0515,0.34,0.0026,26.0,18.0
2024-08-19,관악구,28.2,23.5,35.7,0.0,0.0142,0.0579,0.37,0.0027,28.0,18.0
2024-08-20,관악구,29.8,24.7,36.0,0.0,0.0145,0.0455,0.33,0.0027,29.0,19.0
2024-08-21,관악구,26.8,25.7,30.0,42.5,0.0084,0.0212,0.22,0.0025,15.0,6.0
2024-08-22,관악구,26.9,24.7,29.4,2.0,0.0073,0.0193,0.22,0.0025,19.0,6.0
2024-08-23,관악구,26.1,23.3,30.6,1.0,0.01,0.0159,0.47,0.003,37.0,28.0
2024-08-24,관악구,26.3,23.0,30.8,1.0,0.0101,0.0346,0.47,0.0028,44.0,32.0
2024-08-25,관악구,25.5,22.6,31.5,3.5,0.0127,0.0506,0.48,0.0028,41.0,30.0
2024-08-26,관악구,25.6,23.0,30.9,3.5,0.0238,0.0254,0.55,0.0028,42.0,33.0
2024-08-27,관악구,24.6,21.9,29.3,0.5,0.016,0.0282,0.36,0.0027,21.0,18.0
2024-08-28,관악구,26.6,22.0,32.7,0.0,0.0111,0.0351,0.3,0.0026,16.0,9.0
2024-08-29,관악구,27.1,22.0,33.1,0.0,0.0084,0.0176,0.27,0.0025,11.0,5.0
2024-08-30,관악구,25.8,21.3,32.2,0.0,0.0101,0.027,0.29,0.0025,16.0,7.0
2024-08-31,관악구,25.1,19.4,32.5,0.0,0.0124,0.054,0.39,0.0027,41.0,22.0
2024-09-01,관악구,24.5,20.4,30.0,0.0,0.0096,0.0498,0.42,0.0027,35.0,23.0
2024-09-02,관악구,22.7,19.7,27.0,2.0,0.0165,0.0301,0.37,0.0025,22.0,13.0
2024-09-03,관악구,25.7,22.0,31.4,0.0,0.0121,0.0413,0.28,0.0024,14.0,5.0
2024-09-04,관악구,26.0,20.9,32.1,0.0,0.0137,0.0511,0.3,0.0027,21.0,10.0
2024-09-05,관악구,24.5,22.8,27.9,17.0,0.0121,0.0411,0.31,0.0027,26.0,13.0
2024-09-06,관악구,22.4,20.6,24.3,3.0,0.0166,0.0223,0.36,0.0024,19.0,9.0
2024-09-07,관악구,23.6,20.4,30.2,0.0,0.0143,0.044,0.38,0.0025,24.0,14.0
2024-09-08,관악구,24.2,20.2,31.0,0.0,0.0125,0.061,0.46,0.0027,35.0,24.0
2024-09-09,관악구,25.7,21.0,32.2,0.0,0.0169,0.0487,0.43,0.0028,33.0,22.0
2024-09-10,관악구,26.4,22.7,33.0,0.0,0.0184,0.0491,0.42,0.0028,33.0,22.0
2024-09-11,관악구,26.3,22.3,34.1,0.0,0.021,0.0483,0.42,0.0027,34.0,24.0
2024-09-12,관악구,24.2,23.3,25.3,79.0,0.0182,0.0102,0.35,0.0026,13.0,7.0
2024-09-13,관악구,25.0,23.1,27.5,12.5,0.0146,0.0091,0.3,0.0029,18.0,9.0
2024-09-14,관악구,25.9,23.3,30.5,0.5,0.0099,0.0229,0.26,0.0026,14.0,6.0
2024-09-15,관악구,26.1,23.0,31.7,0.0,0.0081,0.0221,0.29,0.0024,16.0,7.0
2024-09-16,관악구,25.6,21.1,32.1,1.0,0.0089,0.0336,0.27,0.0023,9.0,3.0
2024-09-17,관악구,26.8,23.9,33.2,0.0,0.0113,0.0237,0.3,0.0024,15.0,7.0
2024-09-18,관악구,27.3,23.7,32.9,0.0,0.0114,0.0247,0.31,0.0026,21.0,13.0
2024-09-19,관악구,27.1,23.8,33.0,0.0,0.0143,0.0326,0.3,0.0028,21.0,13.0
2024-09-20,관악구,23.9,17.6,26.8,66.0,0.0136,0.0123,0.28,0.0026,15.0,8.0
2024-09-21,관악구,,,,14.5,0.0078,0.0295,0.24,0.0022,5.0,2.0
2024-09-23,관악구,,,,0.0,0.0099,0.0322,0.24,0.0021,10.0,3.0
2024-09-24,관악구,18.8,14.0,26.2,0.0,0.0156,0.0372,0.3,0.0025,16.0,6.0
2024-09-25,관악구,20.9,15.7,26.6,0.0,0.0195,0.0323,0.32,0.0025,19.0,9.0
2024-09-26,관악구,21.8,18.4,27.5,0.0,0.0193,0.0387,0.33,0.0025,21.0,11.0
2024-09-27,관악구,21.1,17.0,27.8,0.0,0.0148,0.0339,0.31,0.0025,19.0,10.0
2024-09-28,관악구,22.0,18.6,28.0,0.0,0.01,0.0405,0.26,0.0021,15.0,6.0
2024-09-29,관악구,22.2,17.5,28.4,0.0,0.0093,0.039,0.26,0.0021,11.0,5.0
2024-09-30,관악구,20.5,14.8,27.6,0.0,0.0176,0.0403,0.3,0.0025,16.0,8.0
2024-10-01,관악구,16.8,10.2,19.9,2.0,0.0114,0.0355,0.27,0.0025,17.0,7.0
2024-10-02,관악구,12.2,8.3,18.7,0.0,0.0112,0.0331,0.27,0.0022,17.0,7.0
2024-10-03,관악구,13.8,7.8,20.1,0.0,0.0155,0.0282,0.3,0.0022,18.0,8.0
2024-10-04,관악구,14.5,9.5,22.9,0.0,0.0206,0.0246,0.34,0.0024,20.0,9.0
2024-10-05,관악구,14.7,9.3,23.2,0.0,0.0249,0.0299,0.43,0.0024,28.0,16.0
2024-10-06,관악구,13.7,9.9,17.3,0.0,0.0259,0.0142,0.46,0.0026,28.0,17.0
2024-10-07,관악구,15.3,11.9,19.8,0.0,0.0266,0.0247,0.52,0.0028,43.0,25.0
2024-10-08,관악구,15.9,11.0,23.0,0.0,0.0212,0.0225,0.49,0.0028,42.0,25.0
2024-10-09,관악구,16.5,10.9,23.3,0.0,0.0143,0.032,0.32,0.0024,17.0,8.0
2024-10-10,관악구,16.9,13.5,23.2,0.0,0.015,0.0381,0.31,0.0026,21.0,11.0
2024-10-11,관악구,15.8,11.9,23.5,0.0,0.0252,0.0359,0.47,0.0029,37.0,23.0
2024-10-12,관악구,15.5,11.0,23.4,0.0,0.0277,0.0354,0.51,0.003,41.0,26.0
2024-10-13,관악구,16.9,10.0,22.3,0.0,0.022,0.0281,0.46,0.0029,32.0,20.0
2024-10-14,관악구,19.0,16.6,20.6,0.0,0.0222,0.0234,0.33,0.0027,20.0,10.0
2024-10-15,관악구,17.6,15.4,21.1,1.0,0.0236,0.0155,0.37,0.0026,22.0,13.0
2024-10-16,관악구,16.1,12.5,23.5,0.0,0.0288,0.0261,0.5,0.0028,40.0,25.0
2024-10-17,관악구,18.0,11.8,25.2,0.0,0.0291,0.0268,0.48,0.0029,39.0,22.0
2024-10-18,관악구,16.8,15.6,20.0,44.0,0.0229,0.0148,0.38,0.0027,23.0,12.0
2024-10-19,관악구,15.8,11.7,20.3,0.5,0.01,0.0301,0.29,0.0023,10.0,4.0
2024-10-20,관악구,12.0,8.8,17.1,0.0,0.0086,0.0338,0.24,0.0023,14.0,4.0
2024-10-21,관악구,13.6,8.8,18.3,0.0,0.022,0.0194,0.32,0.0023,18.0,6.0
2024-10-22,관악구,14.6,13.4,16.3,21.0,0.0257,0.0078,0.41,0.0026,15.0,6.0
2024-10-23,관악구,11.5,6.3,14.8,2.5,0.0107,0.035,0.31,0.0025,17.0,6.0
2024-10-24,관악구,10.0,4.9,17.4,0.0,0.0238,0.0273,0.44,0.0025,28.0,16.0
2024-10-25,관악구,13.3,7.3,21.2,0.0,0.0346,0.0155,0.56,0.0027,32.0,14.0
2024-10-26,관악구,15.3,8.9,23.1,0.0,0.0275,0.0183,0.46,0.0028,23.0,10.0
2024-10-27,관악구,15.2,11.8,18.5,0.0,0.0172,0.0303,0.39,0.0029,29.0,16.0
2024-10-28,관악구,14.8,10.4,19.4,0.0,0.0216,0.0186,0.49,0.0027,36.0,23.0
2024-10-29,관악구,14.1,11.1,18.2,0.0,0.0225,0.0226,0.35,0.0026,17.0,8.0
2024-10-30,관악구,13.3,9.2,20.6,0.0,0.0277,0.0258,0.5,0.0029,30.0,16.0
2024-10-31,관악구,13.4,8.9,21.5,0.0,0.0383,0.02,0.57,0.0032,39.0,23.0
2024-11-01,관악구,14.2,11.3,17.9,0.0,0.0467,0.0115,0.65,0.0033,42.0,26.0
2024-11-02,관악구,15.8,10.7,23.4,0.0,0.0258,0.0261,0.48,0.0031,36.0,22.0
2024-11-03,관악구,15.8,9.9,21.9,0.0,0.0144,0.0384,0.38,0.0029,28.0,15.0
2024-11-04,관악구,13.5,6.1,17.9,0.0,0.0133,0.0398,0.31,0.0026,27.0,12.0
2024-11-05,관악구,8.1,3.0,13.7,0.0,0.0137,0.0277,0.3,0.0028,27.0,10.0
2024-11-06,관악구,4.8,1.0,11.3,0.0,0.0166,0.0277,0.36,0.003,29.0,13.0
2024-11-07,관악구,5.3,-0.3,13.9,0.0,0.0376,0.014,0.55,0.0029,44.0,23.0
2024-11-08,관악구,7.8,2.1,16.3,0.0,0.0426,0.0158,0.61,0.0029,41.0,22.0
2024-11-09,관악구,10.9,5.9,18.6,0.0,0.043,0.0166,0.65,0.003,37.0,18.0
2024-11-10,관악구,12.3,9.1,19.4,0.0,0.0316,0.0219,0.51,0.003,27.0,16.0
2024-11-11,관악구,12.4,7.8,19.8,0.0,0.044,0.021,0.67,0.0035,59.0,35.0
2024-11-12,관악구,12.6,8.0,18.1,0.0,0.0255,0.0292,0.47,0.0037,41.0,24.0
2024-11-13,관악구,12.0,6.6,18.9,0.0,0.0367,0.0184,0.58,0.0035,41.0,23.0
2024-11-14,관악구,14.1,12.1,16.3,0.0,0.0394,0.0104,0.52,0.0033,35.0,18.0
2024-11-15,관악구,15.7,11.9,20.9,0.5,0.0277,0.0181,0.43,0.003,28.0,17.0
2024-11-16,관악구,16.6,13.8,21.2,6.0,0.0166,0.0322,0.35,0.0029,23.0,13.0
2024-11-17,관악구,6.5,3.0,13.9,0.0,0.0075,0.0307,0.28,0.0027,21.0,8.0
2024-11-18,관악구,1.3,-1.7,6.5,0.0,0.0142,0.0236,0.28,0.0024,19.0,8.0
2024-11-19,관악구,3.2,-1.4,10.1,0.0,0.0321,0.012,0.37,0.0023,26.0,12.0
2024-11-20,관악구,4.9,0.3,9.3,0.5,0.0413,0.0063,0.6,0.0026,40.0,24.0
2024-11-21,관악구,8.6,5.2,12.2,1.5,0.0357,0.0122,0.65,0.0031,59.0,38.0
2024-11-22,관악구,4.5,0.1,9.5,0.0,0.02,0.0239,0.4,0.0032,37.0,19.0
2024-11-23,관악구,5.1,0.0,11.4,0.0,0.031,0.0143,0.47,0.0027,26.0,14.0
2024-11-24,관악구,4.9,0.7,12.5,0.0,0.0312,0.0134,0.48,0.0026,20.0,11.0
2024-11-25,관악구,9.2,1.3,15.5,0.0,0.0304,0.0152,0.44,0.0029,25.0,14.0
2024-11-26,관악구,5.3,1.0,12.2,30.0,0.0138,0.0256,0.3,0.0022,13.0,5.0
